[Normal Axes]|en|fi|pt|ru|zh|ja|ko|de|fr
socketable_orb_of_brute|Orb of Brute||||||야수의 구슬||
socketable_orb_of_wisdom|Orb of Wisdom||||||지혜의 구슬||
socketable_orb_of_relic|Orb of Relic||||||유물의 구슬||
socketable_orb_of_treasure|Orb of Treasure||||||보물의 구슬||
socketable_orb_of_midas|Orb of Midas||||||미다스의 구슬||
socketable_orb_of_gladiator|Orb of Gladiator||||||검투사의 구슬||
socketable_orb_of_earth_mother|Orb of Earth Mother||||||대지 어머니의 구슬||
socketable_orb_of_doom|Orb of Doom||||||파멸의 구슬||
socketable_orb_of_fatality|Orb of Fatality||||||치명성의 구슬||
socketable_orb_of_ancient|Orb of Ancient||||||고대의 구슬||
|||||||||
craft_socketable_eld_rune|Merge ol runes into an old rune.|Old|||||옛 룬들을 합쳐서 오래된 룬으로 만드세요.||
craft_socketable_tir_rune|Merge old runes into a tor rune.|Tor|||||오래된 룬을 병합하여 토르 룬으로 만드세요.||
craft_socketable_nef_rune|Merge tor runes into a naf rune.|Naf|||||토 룬을 합쳐서 나프 룬으로 만드세요.||
craft_socketable_eth_rune|Merge naf runes into an eth rune.|Eth|||||나프 룬을 합쳐서 에스 룬으로 만드세요.||
craft_socketable_ith_rune|Merge eth runes into an uth rune.|Uth|||||에스 룬을 합쳐서 우스 룬을 만드세요.||
craft_socketable_tal_rune|Merge uth runes into a tul rune.|Tul|||||uth 룬을 합쳐서 tul 룬을 만드세요.||
craft_socketable_ral_rune|Merge tul runes into a rex rune.|Rex|||||툴 룬을 합쳐서 렉스 룬으로 만드세요.||
craft_socketable_ort_rune|Merge rex runes into an ert rune.|Ert|||||렉스 룬을 합쳐서 에르트 룬을 만드세요.||
craft_socketable_thul_rune|Merge ert runes into a thal rune.|Thal|||||에르트 룬을 탈 룬으로 합치기||
craft_socketable_amn_rune|Merge thal runes into an ymn rune.|Ymn|||||탈 룬을 합쳐서 임 룬을 만드세요.||
craft_socketable_sol_rune|Merge ymn runes into a sal rune.|Sal|||||ymn 룬을 Sal 룬으로 합치세요.||
craft_socketable_shael_rune|Merge sal runes into a nut rune.|Nut|||||살 룬을 합쳐서 너트 룬을 만드세요.||
craft_socketable_dol_rune|Merge nut runes into a del rune.|Del|||||너트 룬을 델 룬으로 합치세요.||
craft_socketable_hel_rune|Merge del runes into a hel rune.|Hel|||||룬을 합쳐 헬 룬으로 만드세요.||
craft_socketable_io_rune|Merge hel runes into an io rune.|Io|||||헬 룬을 합쳐서 아이오 룬을 만드세요.||
craft_socketable_lum_rune|Merge io runes into a lum rune.|Lum|||||아이오 룬을 합쳐서 룸 룬을 만드세요.||
craft_socketable_ko_rune|Merge lum runes into a co rune.|Co|||||룬을 합쳐서 코 룬을 만드세요.||
craft_socketable_fal_rune|Merge co runes into a fel rune.|Fel|||||코 룬을 합쳐서 펠 룬을 만드세요.||
craft_socketable_lem_rune|Merge fel runes into a lem rune.|Lem|||||펠 룬을 합쳐서 렘 룬으로 만드세요.||
craft_socketable_pul_rune|Merge lem runes into a pul rune.|Pul|||||렘 룬을 합쳐서 풀 룬을 만드세요.||
craft_socketable_um_rune|Merge pul runes into an um rune.|Um|||||풀 룬을 합쳐서 움 룬으로 만드세요.||
craft_socketable_mal_rune|Merge um runes into a mal rune.|Mal|||||운 룬을 합쳐서 말 룬을 만드세요.||
craft_socketable_ist_rune|Merge mal runes into an ist rune.|Ist|||||말 룬을 합쳐서 이스트 룬으로 만드세요.||
craft_socketable_gul_rune|Merge ist runes into a gul rune.|Gul|||||이스트 룬을 굴 룬으로 합성하세요.||
craft_socketable_vex_rune|Merge gul runes into a vex rune.|Vex|||||굴 룬을 합쳐서 벡스 룬을 만드세요.||
craft_socketable_ohm_rune|Merge vex runes into a qi rune.|Qi|||||벡스 룬을 합쳐서 기 룬으로 만드세요.||
craft_socketable_lo_rune|Merge qi runes into a xo rune.|Xo|||||기 룬을 합쳐서 xo 룬을 만드세요.||
craft_socketable_sur_rune|Merge xo runes into a sur rune.|Sur|||||xo 룬을 합쳐서 sur 룬을 만드세요.||
craft_socketable_ber_rune|Merge sur runes into a ber rune.|Ber|||||서 룬을 합쳐서 베르 룬으로 만드세요.||
craft_socketable_jah_rune|Merge ber runes into a jah rune.|Jah|||||베르 룬을 합쳐서 자 룬을 만드세요.||
craft_socketable_cham_rune|Merge jah runes into a drax rune.|Drax|||||자 룬을 합쳐 드락스 룬을 만드세요.||
craft_socketable_zod_rune|Merge drax runes into a zed rune.|Zed|||||드락스 룬을 제드 룬으로 합치세요.||
craft_socketable_flawed_amethyst|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_amethyst|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_flawless_amethyst|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_perfect_amethyst|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_pristine_amethyst|Combine multiple gems into a more powerful gem.||||||여러 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_flawed_emerald|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_emerald|Combine multiple gems into a more powerful gem.||||||여러 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_flawless_emerald|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_perfect_emerald|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_pristine_emerald|Combine multiple gems into a more powerful gem.||||||여러 보석을 결합하여 더 강력한 보석으로 만드세요.||
craft_socketable_flawed_ruby|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_ruby|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_flawless_ruby|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석으로 만드세요.||
craft_socketable_perfect_ruby|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_pristine_ruby|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_flawed_sapphire|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_sapphire|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석으로 만드세요.||
craft_socketable_flawless_sapphire|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_perfect_sapphire|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석으로 만드세요.||
craft_socketable_pristine_sapphire|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_flawed_skull|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_skull|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_flawless_skull|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석으로 만드세요.||
craft_socketable_perfect_skull|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_pristine_skull|Combine multiple gems into a more powerful gem.||||||여러 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_flawed_topaz|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_topaz|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_flawless_topaz|Combine multiple gems into a more powerful gem.||||||여러 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_perfect_topaz|Combine multiple gems into a more powerful gem.||||||여러 보석을 결합하여 더 강력한 보석을 만드세요.||
craft_socketable_pristine_topaz|Combine multiple gems into a more powerful gem.||||||여러 개의 보석을 결합하여 더 강력한 보석으로 만드세요.||
|||||||||
[Materials]|||||||||
material_jewel_bloodstone|Bloodstone||Pedra-sangue|Кровавый Камень|||피의 돌||Pierre-sang
material_jewel_snake_tooth|Snake Tooth||Dente de Cobra|Змеиный Зуб|||뱀의 이빨||Dent de serpent
material_jewel_copperstone|Copperstone||Pedra de Cobre|Медный камень|||구리석||Cuivre
material_jewel_liquate|Liquate||Liquato|Сжижать|||액화||Liquate
material_jewel_darkstone|Darkstone||Pedra-negra|Темный Камень|||다크스톤||Pierre-sombre
material_jewel_lesser_impstone|Lesser Impstone||Impstone Menor|Меньший Импстоун|||하급 임프스톤||Petite pierre-démon
material_jewel_iron_opal|Iron Opal||Opala de Ferro|Железный Опал|||철의 오팔||Opale de fer
material_jewel_shadow_stone|Shadow Stone||Pedra das Sombras|Теневой Камень|||그림자 돌||Pierre d'ombre
material_jewel_twilight_citrine|Twilight Citrine||Citrino Crepuscular|Сумеречный Цитрин|||황혼의 시트린||Citrine crépusculaire
material_jewel_ocean_agate|Ocean Agate||Ágata do Oceano|Океанский Агат|||오션 아게이트||Agate océanique
material_jewel_greater_impstone|Greater Impstone||Impstone Maior|Больший Импстоун|||대형 임프스톤||Grande pierre-démon
material_jewel_huge_spessarite|Huge Spessarite||Espessarita Enorme|Огромный Спессарит|||거대한 스페사라이트||Spessarite massive
material_jewel_cardinal_ruby|Cardinal Ruby||Rubi Cardinal|Кардинал Рубин|||카디널 루비||Rubis cardinal
material_jewel_flaming_core|Flaming Core||Núcleo Flamejante|Пылающее Ядро|||불타는 핵||Noyau flamboyant
material_jewel_demon_tooth|Demon Tooth||Dente de Demônio|Зуб Демона|||악마의 이빨||Dent démoniaque
material_jewel_ketamineral|Ketamineral||Ketamineral|Кетаминерал|||||Kétamineral
material_jewel_jadenium_powder|Jadenium Powder||Pó de Jadenium|Порошок жадеита|||제이데늄 가루||Poudre de Jadenium
material_jewel_satans_nail|Satans Nail||Unha de Satã|Сатанинский Гвоздь|||사탄의 손톱||Ongle de Satan
material_jewel_inferno_stone|Inferno Stone||Pedra Infernal|Адский Камень|||지옥의 돌||Pierre infernale
material_jewel_hellstar|Hellstar||Estrela Infernal|Адская Звезда|||헬스타||Étoile infernale
material_jewel_tarethium_core|Tarethium Core||Núcleo de Tarethium|Ядро из таретия|||타레티움 핵||Noyau de tarethium
material_jewel_dark_matter|Dark Matter||Matéria Negra|Темная Материя|||암흑 물질||Matière noire
material_jewel_demon_soulstone|Demon Soulstone||Pedra da Alma do Demônio|Камень Души Демона|||악마의 영혼석||Pierre d'âme démoniaque
material_jewel_storm_opal|Storm Opal||Opala da Tempestade|Штормовой Опал|||폭풍 오팔||Opale de tempête
material_jewel_frame_low|Bronze Framing||Moldura de Bronze|Бронзовое Обрамление|||청동 테두리||Chaton de bronze
material_jewel_frame_mid|Silver Framing||Moldura Prateada|Серебряное Обрамление|||은색 테두리||Chaton d'argent
material_jewel_frame_high|Golden Framing||Moldura Dourada|Золотое Обрамление|||황금 테두리||Chaton d'or
material_mining_copper_ore|Copper Ore||Minério de Cobre|Медная руда|||구리 광석||Minerai de cuivre
material_mining_iron_ore|Iron Ore||Minério de Ferro|Железная руда|||철광석||Minerai de fer
material_mining_gold_ore|Gold Ore||Minério de Ouro|Золотая Руда|||금광석||Minerai d'or
material_mining_ruby_ore|Ruby Ore||Minério de Rubi|Рубиновая руда|||루비 광석||Minerai de rubis
material_mining_jade_ore|Jade Ore||Minério de Jade|Нефритовая Руда|||비취 광석||Minerai de jade
material_mining_tarethium_ore|Tarethium Ore||Minério de Tarethium|Таретиевая руда|||타레시움 광석||Minerai de tarethium
material_salvage_minor_satanic_dust|Minor Satanic Dust||Pó Satânico Inferior|Незначительная Сатанинская Пыль|||소량의 사탄의 먼지||Cendre satanique mineure
material_salvage_lesser_satanic_dust|Lesser Satanic Dust||Pó Satânico Menor|Меньшая Сатанинская Пыль|||하급 사탄의 먼지||Cendre satanique inférieure
material_salvage_satanic_dust|Satanic Dust||Pó Satânico |Сатанинская Пыль|||사탄의 먼지||Cendre satanique
material_salvage_rich_satanic_dust|Rich Satanic Dust||Pó Satânico Rico|Богатая Сатанинская Пыль|||부유한 사탄의 먼지||Cendre satanique supérieure
material_salvage_empowered_satanic_dust|Empowered Satanic Dust||Pó Satânico Poderoso|Наделенная Властью Сатанинская Пыль|||강화된 사탄의 먼지||Cendre satanique renforcée
material_salvage_purified_satanic_dust|Purified Satanic Dust||Pó Satânico Purificado|Очищенная Сатанинская Пыль|||정화된 사탄의 먼지||Cendre satanique purifiée
material_salvage_angelic_dust|Angelic Dust||Pó Angelical|Ангельская Пыль|||||Cendre angélique
material_ahtos_rat|Ahto's Rat||Rato do Ahto|Крыса Ахто|||아토의 쥐||Rat d'Ahto
material_jussis_bong|Jussi's Bong||Bong do Jussi|Бонг Юсси|||유씨의 봉||Bang de Jussi
material_sheep_pelt|Sheep Pelt||Pele de Ovelha|Овечья Шкура|||양 가죽||Peau d'agneau
material_satanic_dice|Satanic Dice||Dado Satânico||||사탄의 주사위||
material_enchanted_sigil|Enchanted Sigil||Selo Encantado||||마법의 인장||
material_god_empowered_mage_emblem|God Empowered Mage Emblem||Emblema de Mago Fortalecido por Deus||||신의 힘을 받은 마법사 문장||
