Unnamed: 0|en|[fi]|pt|ru|zh|ja|ko|de|fr
subDescStormweaverStaticShock05|Chance on cast to unleash an additional static shock.||||||시전 시 추가적인 정전기 충격을 발산할 확률.||
subDescStormweaverStaticShock06|Increases the maximum cast range of static shock.||||||정전기의 최대 시전 범위를 증가시킵니다.||
subDescStormweaverStaticShock07|Increases the tick frequency of static shock.||||||정전기 충격의 틱 주기를 증가시킵니다.||
subDescStormweaverStaticShock08|Increases the duration of static shock.||||||정전기 충격의 지속 시간을 증가시킵니다.||
subDescStormweaverStaticShock09|Chance on cast to increase the damage dealt by static shock.||||||주문 시 일정 확률로 정전기 충격의 피해를 증가시킵니다.||
subDescStormweaverStaticShock10|Inflicts lightning break on hit.||||||적중 시 번개 파열을 일으킵니다.||
subDescStormweaverStaticShock11|Static shock follows you with increased duration inflicting statick shock to nearby monsters.||||||정전기가 지속 시간이 증가하여 주변 몬스터에게 정전기를 입힙니다.||
subDescStormweaverStaticShock12|Chance on tick to restore a portion of your maximum mana dealing increased damage and stunning the target.||||||틱마다 최대 마나의 일부를 회복하여 피해량을 증가시키고 대상에게 기절 효과를 줍니다.||
subDescStormweaverStaticShock13|Increases the area of effect radius inflicting stasis on hit.||||||명중 시 정지 상태를 유발하는 효과 범위를 증가시킵니다.||
subDescStormweaverStaticShock14|Chance on tick to unleash a lightning surge towards the target.||||||틱마다 번개 폭발을 발사할 확률이 있습니다.||
|||||||||
subStormweaverStormCloud01|Rapid and Intense Glaciation||||||빠르고 강렬한 빙하기||
subStormweaverStormCloud02|Demolishing Discharge||||||파괴 방출||
subStormweaverStormCloud03|Storm Conjurer||||||폭풍 소환사||
subStormweaverStormCloud04|Shocking Thunder||||||충격의 천둥||
subStormweaverStormCloud05|Destructive Cloudburst||||||파괴적인 구름 폭발||
subStormweaverStormCloud06|Maelstorm||||||마엘스톰||
subStormweaverStormCloud07|Supercell Storm||||||슈퍼셀 폭풍||
subStormweaverStormCloud08|Heatcharged Lightning||||||열충전 번개||
subStormweaverStormCloud09|Thunder´s Roar||||||천둥의 포효||
subStormweaverStormCloud10|Homing Tempest||||||유도 폭풍||
subStormweaverStormCloud11|Orbiting Tempest||||||궤도 폭풍||
subStormweaverStormCloud12|Storm Front||||||폭풍 전선||
subStormweaverStormCloud13|Aftershock||||||여진||
subStormweaverStormCloud14|Apocalyptic Event||||||종말적 사건||
subDescStormweaverStormCloud01|Increases the tick frequency of storm cloud.||||||폭풍 구름의 틱 빈도를 증가시킵니다.||
subDescStormweaverStormCloud02|Increases the damage dealt by storm cloud.||||||폭풍 구름이 주는 피해를 증가시킵니다.||
subDescStormweaverStormCloud03|Decreases the mana cost of storm cloud.||||||폭풍 구름의 마나 소모를 감소시킵니다.||
subDescStormweaverStormCloud04|Chance to inflict stasis on hit.||||||타격 시 정지 상태를 부여할 확률.||
subDescStormweaverStormCloud05|Chance to unleash multiple charged bolts on hit.||||||타격 시 여러 개의 충전된 볼트를 발사할 확률.||
subDescStormweaverStormCloud06|Increases the area of effect radius of storm cloud.||||||폭풍 구름의 효과 범위를 증가시킵니다.||
subDescStormweaverStormCloud07|Increases the duration of storm cloud.||||||폭풍 구름의 지속 시간을 증가시킵니다.||
subDescStormweaverStormCloud08|Chance to leave the ground on flames on hit dealing damage over time.||||||타격 시 일정 확률로 지면에 불을 붙여 지속 피해를 입힙니다.||
subDescStormweaverStormCloud09|Chance on cast to unleash an additional storm cloud.||||||시전 시 추가 폭풍 구름을 소환할 확률이 있습니다.||
subDescStormweaverStormCloud10|Storm cloud now slowly moves towards the closest nearby monster.||||||폭풍 구름이 이제 가장 가까운 몬스터 쪽으로 천천히 이동합니다.||
subDescStormweaverStormCloud11|Conjure multiple storm clouds orbitting around you.||||||여러 개의 폭풍 구름을 소환하여 당신 주위를 돌게 합니다.||
subDescStormweaverStormCloud12|Unleash a large storm cloud with a chance of striking monsters with lightning bolts dealing heavy damage.||||||거대한 폭풍 구름을 소환하여 번개로 몬스터를 강타할 확률이 있으며, 큰 피해를 입힙니다.||
subDescStormweaverStormCloud13|Increases the area of effect radius of storm cloud leaving the ground below charged with electricity dealing damage over time and slowing monsters on hit.||||||폭풍 구름의 효과 범위를 증가시켜 땅을 전기로 충전시켜 시간이 지나면서 피해를 주고 적중한 몬스터를 느려지게 합니다.||
subDescStormweaverStormCloud14|Chance to unleash apocalyptic thunder on hit dealing additional damage executing targets with life below a threshold.||||||명중 시 추가 피해를 주며 생명력이 일정 이하인 적을 처형하는 종말의 천둥을 발동할 확률.||
|||||||||
subStormweaverStormBolt01|Bolts of Devastation||||||파괴의 번개||
subStormweaverStormBolt02|Beaming Cast||||||빛나는 시전||
subStormweaverStormBolt03|Expanding Storm||||||확장되는 폭풍||
subStormweaverStormBolt04|Static Explosion||||||정지 폭발||
subStormweaverStormBolt05|Tiny Storms||||||||
subStormweaverStormBolt06|Shocked Steps||||||충격적인 발걸음||
subStormweaverStormBolt07|Quantity of Power||||||파워 수량||
subStormweaverStormBolt08|Unleash Discharge||||||방출 해제||
subStormweaverStormBolt09|Storm Breeds Storm||||||폭풍이 폭풍을 낳는다||
subStormweaverStormBolt10|Bouncing Bolts||||||튀어오르는 번개||
subStormweaverStormBolt11|Pulsating Bolt||||||맥동하는 볼트||
subStormweaverStormBolt12|Bouncing Charge||||||탄력 충전||
subStormweaverStormBolt13|Storm Claw||||||폭풍 발톱||
subStormweaverStormBolt14|Magnetize||||||자기화||
subDescStormweaverStormBolt01|Increases the damage dealt by storm bolt.||||||폭풍 볼트의 피해량이 증가합니다.||
subDescStormweaverStormBolt02|Increases the projectile speed of storm bolt.||||||폭풍 볼트의 투사체 속도를 증가시킵니다.||
subDescStormweaverStormBolt03|Increases the projectile size of storm bolt.||||||폭풍 볼트의 발사체 크기를 증가시킵니다.||
subDescStormweaverStormBolt04|Increases the area of effect radius of storm bolt.||||||폭풍 볼트의 효과 범위를 증가시킵니다.||
subDescStormweaverStormBolt05|Chance on cast to unleash multiple smaller storm bolts in a barrage.||||||주문 시 여러 개의 작은 폭풍 번개를 연속으로 발사할 확률이 있습니다.||
subDescStormweaverStormBolt06|Decreases movement diminish when using storm bolt.||||||폭풍 볼트를 사용할 때 이동 감소가 줄어듭니다.||
subDescStormweaverStormBolt07|Chance on cast to fire an additional storm bolt.||||||시전 시 추가 폭풍 번개 발사 확률.||
subDescStormweaverStormBolt08|Chance to pull nearby monsters towards the target on hit dealing increased damage inflicting the target with lightning break.||||||명중 시 주변 몬스터를 목표 지점으로 끌어당기고, 목표에게 번개 파열을 입혀 추가 피해를 입힐 확률이 있습니다.||
subDescStormweaverStormBolt09|Chance to summon a small storm cloud for a short duration at target location on hit.||||||명중 시 목표 지점에 잠시 동안 작은 폭풍 구름을 소환할 확률이 있습니다.||
subDescStormweaverStormBolt10|Storm bolts can bounce off of terrain multiple times refreshing its lifetime.||||||폭풍 볼트는 지형에 여러 번 튕겨서 수명을 갱신할 수 있습니다.||
subDescStormweaverStormBolt11|Unleash a piercing and pulsating storm bolt with increased area of effect radius and damage.||||||넓어진 범위와 증가된 피해로 관통하는 맥동의 폭풍 볼트를 발사하세요.||
subDescStormweaverStormBolt12|Unleash a piercing storm bolt bouncing between nearby monsters on hit increasing the damage dealt with each bounce.||||||근처의 몬스터들 사이를 튕기며 적중 시 피해를 증가시키는 관통 폭풍 볼트를 해방하세요.||
subDescStormweaverStormBolt13|Chance to unleash multiple surges of lightning in an arc towards target on hit.||||||명중 시 목표를 향해 여러 번의 번개 폭발을 일으킬 확률.||
subDescStormweaverStormBolt14|Pull all nearby monsters towards the target on hit causing a large electromagnetic explosion slowing and dealing increased damage.||||||타격 시 모든 주변 몬스터를 목표 지점으로 끌어당겨 큰 전자기 폭발을 일으켜 느리게 하고 추가 피해를 입힙니다.||
|||||||||
subStormweaverApocalypticThunder01|Voltage Amplification||||||전압 증폭||
subStormweaverApocalypticThunder02|Center of the Storm||||||폭풍의 중심||
subStormweaverApocalypticThunder03|Immobilizing Thunderstrike||||||마비의 천둥 강타||
subStormweaverApocalypticThunder04|Speed of Sound||||||음속||
subStormweaverApocalypticThunder05|Spontanious Rupture||||||자발적 파열||
subStormweaverApocalypticThunder06|Conjurers Skill||||||마법사의 기술||
subStormweaverApocalypticThunder07|Horizontal Travel||||||수평 이동||
subStormweaverApocalypticThunder08|Shocking Lightningstrike||||||충격적인 번개 공격||
subStormweaverApocalypticThunder09|30000 Degrees||||||30000도||
subStormweaverApocalypticThunder10|Fracturing Thunder||||||균열의 천둥||
subStormweaverApocalypticThunder11|Lightning Rod||||||번개 막대||
subStormweaverApocalypticThunder12|Symphony of the Storm||||||폭풍의 교향곡||
subStormweaverApocalypticThunder13|Lethal Voltage||||||치명적인 전압||
subStormweaverApocalypticThunder14|Superstorm||||||슈퍼스톰||
subDescStormweaverApocalypticThunder01|Increases the damage dealt by apocalyptic thunder.||||||묵시록의 천둥으로 가하는 피해량이 증가합니다.||
subDescStormweaverApocalypticThunder02|Decreases the mana cost of apocalyptic thunder.||||||묵시록의 천둥 마법의 마나 소모를 감소시킵니다.||
subDescStormweaverApocalypticThunder03|Chance to stun monsters on hit.||||||공격 시 몬스터를 기절시킬 확률.||
subDescStormweaverApocalypticThunder04|Increases the area of effect radius of apocalyptic thunder.||||||묵시록의 천둥 효과 범위를 증가시킵니다.||
subDescStormweaverApocalypticThunder05|Chance to unleash an additional apocalyptic thunder on hit.||||||적중 시 추가적인 종말의 번개를 발사할 확률.||
subDescStormweaverApocalypticThunder06|Decreases movement diminish when using apocalyptic thunder.||||||묵시록의 천둥을 사용할 때 이동 감소가 줄어듭니다.||
subDescStormweaverApocalypticThunder07|Increases the maximum cast range of apocalyptic thunder.||||||묵시록의 천둥 최대 시전 범위 증가||
subDescStormweaverApocalypticThunder08|Chance to inflict lightning break on hit.||||||적중 시 번개 파열을 일으킬 확률.||
subDescStormweaverApocalypticThunder09|Chance to inflict burning on hit.||||||적중 시 화상을 입힐 확률.||
subDescStormweaverApocalypticThunder10|Increases damage dealt to stunned and burning targets.||||||기절 및 화상 상태의 적에게 가하는 피해 증가.||
subDescStormweaverApocalypticThunder11|Chance on cast to unleash a chain of shrinking apocalyptic thunders on hit.||||||시전 시 적중 시 연쇄적으로 줄어드는 묵시록의 천둥을 발사할 확률||
subDescStormweaverApocalypticThunder12|Apocalyptic thunder strikes multiple times dealing less damage with every strike. Apocalyptic thunder now has a cooldown.||||||묵시록의 천둥이 여러 번 내리치며 매번 적은 피해를 입힙니다. 묵시록의 천둥은 이제 쿨타임이 있습니다.||
subDescStormweaverApocalypticThunder13|Inflicts stasis and lightning break on hit.||||||명중 시 정지 상태와 번개 파괴를 입힙니다.||
subDescStormweaverApocalypticThunder14|Unleash a nova of lightning knocking enemies back with increased damage.||||||번개 폭발을 일으켜 적을 밀쳐내고 피해를 증가시킵니다.||
