[Item Stats]|en|fi|pt|ru|zh|ja|ko|de|fr
level10_desc|Reach Level 10 with a Hero|Saavuta taso 10 sankarilla|Chegue ao Nível 10 com um Herói|Достичь 10 уровня героем|使用英雄达到 10 级|ヒーローでレベル10に到達する|영웅으로 레벨 10 달성|Erreiche Level 10 mit einem Helden|Atteignez le niveau 10 avec un héros
level20_desc|Reach Level 20 with a Hero|Saavuta taso 20 sankarilla|Chegue ao Nível 20 com um Herói|Достичь 20 уровня героем|使用英雄达到 20 级|ヒーローでレベル20に到達する|영웅으로 레벨 20 달성|Erreiche Level 20 mit einem Helden|Atteignez le niveau 20 avec un héros
level30_desc|Reach Level 30 with a Hero|Saavuta taso 30 sankarilla|Chegue ao Nível 30 com um Herói|Достичь 30 уровня героем|使用英雄达到 30 级|ヒーローでレベル30に到達する|영웅으로 레벨 30 달성|Erreiche Level 30 mit einem Helden|Atteignez le niveau 30 avec un héros
level40_desc|Reach Level 40 with a Hero|Saavuta taso 40 sankarilla|Chegue ao Nível 40 com um Herói|Достичь 40 уровня героем|使用英雄达到 40 级|ヒーローでレベル40に到達する|영웅으로 레벨 40 달성|Erreiche Level 40 mit einem Helden|Atteignez le niveau 40 avec un héros
level50_desc|Reach Level 50 with a Hero|Saavuta taso 50 sankarilla|Chegue ao Nível 50 com um Herói|Достичь 50 уровня героем|使用英雄达到 50 级|ヒーローでレベル50に到達する|영웅으로 레벨 50 달성|Erreiche Level 50 mit einem Helden|Atteignez le niveau 50 avec un héros
level60_desc|Reach Level 60 with a Hero|Saavuta taso 60 sankarilla|Chegue ao Nível 60 com um Herói|Достичь 60 уровня героем|使用英雄达到 60 级|ヒーローでレベル60に到達する|영웅으로 레벨 60 달성|Erreiche Level 60 mit einem Helden|Atteignez le niveau 60 avec un héros
level70_desc|Reach Level 70 with a Hero|Saavuta taso 70 sankarilla|Chegue ao Nível 70 com um Herói|Достичь 70 уровня героем|使用英雄达到 70 级|ヒーローでレベル70に到達する|영웅으로 레벨 70 달성|Erreiche Level 70 mit einem Helden|Atteignez le niveau 70 avec un héros
level80_desc|Reach Level 80 with a Hero|Saavuta taso 80 sankarilla|Chegue ao Nível 80 com um Herói|Достичь 80 уровня героем|使用英雄达到 80 级|ヒーローでレベル80に到達する|영웅으로 레벨 80 달성|Erreiche Level 80 mit einem Helden|Atteignez le niveau 80 avec un héros
level90_desc|Reach Level 90 with a Hero|Saavuta taso 90 sankarilla|Chegue ao Nível 90 com um Herói|Достичь 90 уровня героем|使用英雄达到 90 级|ヒーローでレベル90に到達する|영웅으로 레벨 90 달성|Erreiche Level 90 mit einem Helden|Atteignez le niveau 90 avec un héros
level100_desc|Reach Level 100 with a Hero|Saavuta taso 100 sankarilla|Chegue ao Nível 100 com um Herói|Достичь 100 уровня героем|使用英雄达到 100 级|ヒーローでレベル100に到達する|영웅으로 레벨 100 달성|Erreiche Level 100 mit einem Helden|Atteignez le niveau 100 avec un héros
chaosTower_desc|Clear a Chaos Tower|Tyhjennä Chaos Tower|Limpe uma Torre do Caos|Очистить башню хаоса|清除混沌之塔|カオスタワーをクリアする|카오스 타워 클리어|Räume einen Chaosturm|Terminez une tour du chaos
angelicRealm_desc|Enter the Angelic Realm|Astu enkelimaailmaan|Entre no Reino Angelical|Войти в ангельское царство|进入天使境界|天使の領域に入る|천사의 영역 진입|Betrete das Reich der Engel|Entrez dans le royaume angélique
valhallaRiver_desc|Slay the Jörmundgar in the Valhalla River|Tapa Jörmundgar Valhalla-joessa|Elimine Jörmundgar no Rio de Valhalla|Убить Йормундгар в реке Вальхалла|杀死瓦尔哈拉河中的耶蒙加|ヴァルハラ川のヨルムンドガル|발할라 강의 요르문드가르|Töte den Jörmundgar in Walhalla Fluss|Tuez les Jörmundgar dans le Rivière Valhalla
valhallaRing_desc|Obtain the Soulforged Ring|Hanki Soulforged-sormus|Obtenha o Anel Forjado da Alma|Получить Soulforged Ring|获得灵魂锻造戒指|魂の指輪を手に入れる|영혼 단련 반지 획득|Erhalte den seelengeschmiedeten Ring|Obtenez l'anneau forgé par l'âme
valhallaValkyrie_desc|Slay the Valkyrie in the Plains of Ida|Tapa Valkyrie Idan tasangoilla|Mate a Valquíria nas Planícies de Ida|Убить Валькирию на равнинах Иды|在伊达平原杀死女武神|イダ平原のヴァルキュリーを倒す|이다 평원에서 발키리 처치|Töte die Walküre in den Ebenen von Ida|Tuez la Valkyrie dans les plaines d'Ida
elemelon_desc|Obtain the Supreme Elemelon|Hanki Korkein Elemelon|Obtenha a Elemelancia Suprema|Получить Supreme Elemelon|获得至尊元素|至高のエレメロンを手に入れる|최고의 엘레멜론 획득|Erhalte die höchste Elementarmelone|Obtenez l'élément suprême
seasonalHalloween_desc|Complete the Halloween quest chain|Täydennä Halloween-tehtäväketju|Complete a cadeia de missões do Halloween|Завершить цепочку заданий Хэллоуина|完成万圣节任务链|ハロウィンクエストチェーンを完了する|할로윈 퀘스트 체인 완료|Schließe die Halloween-Questreihe ab|Terminez la chaîne de quêtes d'Halloween
seasonalChristmas_desc|Complete the Christmas quest chain|Täydennä joulutehtäväketju |Complete a cadeia de missões do Natal|Завершить цепочку заданий Рождества |完成圣诞节任务链 |クリスマスクエストチェーンを完了する |크리스마스 퀘스트 체인 완료 |Schließe die Weihnachts-Questreihe ab |Terminez la chaîne de quêtes de Noël 
|||||||||
seasonFirst100SC|Reach level 100 in Softcore faster than everyone else!|Saavuta taso 100 Softcoressa nopeammin kuin muut!|Chegue ao nível 100 no Softcore mais rápido que todo mundo!|Достигните 100-го уровня в Softcore быстрее всех остальных!|比其他所有人都更快达到 Softcore 中的 100 级！|誰よりも早くソフトコアでレベル 100 に到達しましょう!|소프트코어에서 다른 사람보다 빠르게 레벨 100에 도달하세요!|Erreiche Level 100 in Softcore schneller als alle anderen!|Atteignez le niveau 100 en Softcore plus rapidement que tout le monde !
seasonFirst100HC|Reach level 100 in Hardcore faster than everyone else!|Saavuta taso 100 Hardcoressa nopeammin kuin muut!|Chegue ao nível 100 no Hardcore mais rápido que todo mundo!|Достигните 100-го уровня в Hardcore быстрее всех остальных!|比其他所有人都更快达到 Hardcore 中的 100 级！|誰よりも早くハードコアでレベル 100 に到達しましょう!|하드코어에서 다른 사람보다 빠르게 레벨 100에 도달하세요!|Erreiche Level 100 in Hardcore schneller als alle anderen!|Atteignez le niveau 100 en Hardcore plus rapidement que tout le monde !
seasonFirst100SCOdyssey|Reach level 100 in Softcore Odyssey faster than everyone else!|Saavuta taso 100 Softcore Odysseyssa nopeammin kuin muut!|Chegue ao nível 100 no Softcore Odisseia mais rápido que todo mundo!|Достигните 100-го уровня в Softcore Odyssey быстрее всех остальных!|比其他所有人都更快达到 Softcore Odyssey 中的 100 级！|誰よりも早くソフトコア オデッセイでレベル 100 に到達しましょう!|소프트코어 오디세이에서 다른 사람보다 빠르게 레벨 100에 도달하세요!|Erreiche Level 100 in Softcore Odyssey schneller als alle anderen!|Atteignez le niveau 100 en Softcore Odyssey plus rapidement que tout le monde !
seasonFirst100HCOdyssey|Reach level 100 in Hardcore Odyssey faster than everyone else!|Saavuta taso 100 Hardcore Odysseyssa nopeammin kuin muut! |Chegue ao nível 100 no Hardcore Odisseia mais rápido que todo mundo!|Достигните 100-го уровня в Hardcore Odyssey быстрее всех остальных! |比其他所有人都更快达到 Hardcore Odyssey 中的 100 级！ |誰よりも早くハードコア オデッセイでレベル 100 に到達しましょう! |하드코어 오디세이에서 다른 사람보다 빠르게 레벨 100에 도달하세요! |Erreiche Level 100 in Hardcore Odyssey schneller als alle anderen! |Atteignez le niveau 100 en Hardcore Odyssey plus rapidement que tout le monde ! 
|||||||||
[Chaos Tower Debuffs]|||||||||
ct_shadeOfChaos|Shade of Chaos|Kaaoksen varjo|Sombra do Caos|Тень Хаоса|混沌之影|混沌の影|혼돈의 그늘|Schatten des Chaos|Ombre du chaos
ct_chaosTurrets|Chaos Turrets|Kaaoksen tornit|Torres do Caos|Башни Хаоса|混沌砲塔|混沌のタレット|혼돈의 포탑|Chaostürme|Tourelles du chaos
ct_poolsOfChaos|Pools of Chaos|Kaaoksen altaat|Poças do Caos|Пустыни Хаоса|混沌之池|混沌のプール|혼돈의 웅덩이|Chaospfützen|Bassins du chaos
ct_stutter|Stutter|Änkyttää|Gagueira|Заикание|口吃|スタッター|말더듬기|Stottern|Bégaiement
ct_chaosFortitude|Chaos Fortitude|Chaos Fortitude|Fortitude do Caos|Стойкость Хаоса|混沌坚韧|混沌の不屈|혼돈의 강인함|Chaos-Kraft|Fortitude du chaos
ct_BloatedIntestines|Bloated Intestines|Turvonnut suolet|Intestinos Inchados|Раздутые кишки|肿胀的肠子|膨張した腸|팽창한 내장|Aufgeblähte Därme|Intestins gonflés
ct_chaosEnchant|Chaos Enchant|Chaos Enchant|Encantamento do Caos|Зачарование Хаоса|混沌附魔|混沌のエンチャント|혼돈의 마법 부여|Chaos-Verzauberung|Enchantement du chaos
ct_chaosCorrosion|Chaos Corrosion|Kaaoksen korroosio|Corrosão do Caos|Коррозия Хаоса|混沌腐蚀|混沌の腐食|혼돈의 부식|Chaos-Korrosion|Corrosion du chaos
ct_absoluteChaos|Absolute Chaos|Absoluuttinen kaaos|Caos Absoluto|Абсолютный Хаос|绝对混沌|絶対的な混沌|절대적인 혼돈|Absolutes Chaos|Chaos absolu
ct_pillarsOfFire|Pillars of Fire|Tulipatsaat|Pilares de Fogo|Столпы Огня|火焰之柱|火柱|불기둥|Feuersäulen|Piliers de feu
ct_spawnsOfChaos|Spawns of Chaos|Kaaoksen kutuja|Crianças do Caos|Порождения Хаоса|混沌之子|混沌のスポーン|혼돈의 산란|Chaos-Brut|Apparitions du chaos
ct_legionOfChaos|Legion of Chaos|Kaaoksen legioona|Legião do Caos|Легион Хаоса|混沌军团|混沌の軍団|혼돈의 군단|Legion des Chaos|Légion du chaos
ct_resistanceIsFutile|Resistance is Futile|Vastustus on turhaa|Resistência é Fútil|Сопротивление бесполезно|抵抗是徒劳的|抵抗は無駄|저항은 헛되다|Widerstand ist zwecklos|La résistance est futile
ct_lifeNoMore|Life no More|Elämää ei enää|A Vida Não Mais|Жизни больше нет|不再有生命|もはや命なし|더 이상 생명이 없다|Kein Leben mehr|Plus de vie
ct_electricChaos|Electric Chaos|Sähköinen kaaos|Caos Elétrico|Электрический Хаос|电击混沌|電気混沌|전기적 혼돈|Elektrisches Chaos|Chaos électrique
ct_arcaniumOfChaos|Arcanium of Chaos|Kaaoksen arkanium|Arcânio do Caos|Арканиум Хаоса|混沌秘法|混沌のアルカニウム|혼돈의 아르카니움|Arkanium des Chaos|Arcanium du chaos
ct_tribalExecution|Tribal Execution|Heimojen teloitus|Execução Tribal|Племенная казнь|部落处决|部族の処刑|부족의 처형|Stammeshinrichtung|Exécution tribale
ct_bloodBath|Bloodbath|Verilöyly|Banho de Sangue|Кровавая баня|血洗|血の惨劇|혈욕|Blutbad|Bain de sang
ct_puppeteer|Puppeteer|Nukkenäyttelijä|Marionetista|Кукловод|木偶师|操り人形師|인형 조종사|Puppenspieler|Marionnettiste
ct_corrosiveRain|Corrosive Rain|Syövyttävä sade|Chuva Corrosiva|Коррозийный дождь|腐蚀雨|腐食の雨|부식성 비|Ätzender Regen|Pluie corrosive
ct_queenBee|Queen Bee|Queen Bee|Abelha Rainha|Королева пчел|蜂王|女王蜂|여왕벌|Bienenkönigin|Reine des abeilles
ct_boomStick|Boomstick|Boomstick|Boomstick|Бомбол|火枪|ブームスティック|붐스틱|Boomstick|Boomstick
ct_deepWounds|Deep Wounds|Syviä haavoja|Ferimentos Profundos|Глубокие раны|深重伤口|深い傷|깊은 상처|Tiefe Wunden|Blessures profondes
ct_reverseMatrix|Reverse Matrix|Käänteinen matriisi|Matriz Reversa|Обратная матрица|逆矩阵|リバースマトリックス|역행렬|Umgekehrte Matrix|Matrice inversée
ct_boulderBlasting|Boulder Blasting|Boulder-räjäytys|Explosão de Pedras|Взрыв валуна|巨石爆破|岩石爆破|바위 폭파|Felsbrockensprengung|Explosion de rochers
ct_noEscape|No Escape|Ei pakoa|Sem Escapadela|Нет спасения|无处可逃|逃げ場なし|탈출 불가|Kein Entkommen|Pas d'échappatoire
ct_surpriseBomb|Surprise Bomb|Yllätyspommi|Bomba Surpresa|Сюрприз-бомба|惊喜炸弹|サプライズボム|깜짝 폭탄|Überraschungsbombe|Bombe surprise
ct_timeToReap|Time to Reap|Aika korjata|Hora de Colher|Время жать|收获时刻|刈り取る時|수확 시간|Zeit zum Ernten|Il est temps de récolter
ct_gargantuans|Gargantuans|Jännittäviä|Gigantescos|Гиганты|巨人|巨大人|거대|Gargantuen|Gargantuesques
ct_trickOrTreat|Trick or Treat|Trick or Treat|Doces ou Travessuras|Сладость или гадость|不给糖就捣蛋|トリックオアトリート|속임수나 대접|Süßes oder Saures|Des bonbons ou un sort
ct_bulletHell|Bullet Hell|Bullet Hell|Inferno de Balas|Пулевой ад|弹幕地狱|弾幕|탄환 지옥|Kugelhölle|Enfer de balles
ct_reversal|Reversal|Kääntäminen|Reversão|Обратная сила|逆转|リバーサル|역전|Umkehrung|Inversion
ct_speedPowder|Speed Powder|Speed ​​Powder|Pó de Velocidade|Порошок скорости|速度粉末|スピードパウダー|스피드 파우더|Geschwindigkeitspulver|Poudre de vitesse
ct_superSized|Supersized|Supersized|Superdimensionado|Суперразмерный|超大|特大|대형|Übergroß|Supersized
ct_combatImpairement|Combat Impairement|Taistele heikkenemistä vastaan|Deficiência de Combate|Ослабление боя|战斗障碍|戦闘障害|전투 방해|Kampfbeeinträchtigung|Altérabilité de combat
ct_quickSand|Quicksand|Juoksuhiekka|Areia Movediça|Зыбучие пески|流沙|流砂|유사모래|Treibsand|Sables mouvants
